mp_name,nature_membership,term_start_date,term_end_date,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note
Kaushal Kishore,Elected,18-May-14,In office,Mohanlalganj,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Inter/ Higher Secondary,59,37.0,0.0,206.0,0.89, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kaushalendra Kumar,Elected,18-May-14,In office,Nalanda,Bihar,Janata Dal (United),Male,Inter/ Higher Secondary,"I.A.; Educated S.P.M. College, Udatpuri, Biharsharif, Nalanda, Bihar",61,234.0,0.0,422.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Keshav Prasad Maurya,Elected,18-May-14,21-09-2017,Phulpur,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,Graduate,49,122.0,0.0,158.0,0.7, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kesineni Srinivas,Elected,18-May-14,In office,Vijayawada,Andhra Pradesh,Telugu Desam Party,Male,Matric,Matric,53,27.0,2.0,322.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kiren Rijiju,Elected,18-May-14,In office,Arunachal West,Arunachal Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A.,LL.B. Educated at Hansraj College and Campus Law Centre, Faculty of Law, University of Delhi",47,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Kirit Premjibhai Solanki,Elected,18-May-14,In office,Ahmedabad West,Gujarat,Bharatiya Janata Party,Male,Professional Post Graduate,"M.B.B.S., M.S. and F.I.C.S.; Educated at (i) Smt. N.H.L. Municipal Medial College and K.M. School of Post Graduate Medicine and Research, Sheth V.S. General Hospital , Ahmedabad; (ii) B.J. Medical College and Civil Hospital, Ahmedabad; and (iii) Fellow of",68,333.0,37.0,416.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kirit Somaiya,Elected,18-May-14,In office,Mumbai-North-East,Maharashtra,Bharatiya Janata Party,Male,Doctorate,"B.Com., F.C.A., Ph.D. Educated at Bombay University, Mumbai (Maharashtra) and Institute of Chartered Accountants, Delhi",65,121.0,2.0,475.0,0.97, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kirron Anupam Kher,Elected,18-May-14,In office,Chandigarh,Chandigarh,Bharatiya Janata Party,Female,Post Graduate,M.A(English Literature),66,38.0,1.0,338.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kirti (Jha) Azad,Elected,18-May-14,In office,Darbhanga,Bihar,Bharatiya Janata Party,Male,Graduate,"B.A. (Hons.) History; Educated at St. Stephen's College, University of Delhi, Delhi",60,33.0,4.0,466.0,0.95, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kirti Vardhan Singh,Elected,18-May-14,In office,Gonda,Uttar Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.Sc. (Geology) Educated at Lucknow University, Lucknow, Uttar Pradesh",53,11.0,0.0,126.0,0.76, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Konakalla Narayana Rao,Elected,18-May-14,In office,Machilipatnam,Andhra Pradesh,Telugu Desam Party,Male,Inter/ Higher Secondary,,68,2.0,0.0,219.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Konda Vishweshwar Reddy,Elected,18-May-14,In office,Chelvella,Telangana,Telangana Rashtra Samithi,Male,Professional Graduate,Engineering,59,68.0,3.0,232.0,0.95, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kotha Prabhakar Reddy,Elected,16-Sep-14,In office,Medak,Telangana,Telangana Rashtra Samithi,Male,Graduate,"B.A., Govt. Degree College, Siddipet, Medak. A.P. from Osmania University",53,20.0,0.0,375.0,0.56, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kothapalli Geetha,Elected,18-May-14,In office,Araku,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Female,Post Graduate,"M.A.(Pub. Ad., Sociology)",48,93.0,0.0,602.0,0.94, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Krishan Pal,Elected,18-May-14,In office,Faridabad,Haryana,Bharatiya Janata Party,Male,Professional Graduate,B.A. LL.B.,62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Krishna Pratap K.P.,Elected,18-May-14,In office,Jaunpur,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,Ph.D.,42,6.0,0.0,113.0,0.93, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Krishna Raj,Elected,18-May-14,In office,Shahjahanpur,Uttar Pradesh,Bharatiya Janata Party,Female,Post Graduate,M.A.,52,50.0,0.0,68.0,0.96,"This MP was appointed a minister in Jul 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till May 2016. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Kristappa Nimmala,Elected,18-May-14,In office,Hindupur,Andhra Pradesh,Telugu Desam Party,Male,Graduate,"B.Com.; Educated at Osmania College, Kurnool",62,16.0,0.0,189.0,0.87, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Krupal Balaji Tumane,Elected,18-May-14,In office,Ramtek,Maharashtra,Shiv Sena,Male,Graduate,B.Sc,53,43.0,0.0,488.0,0.85, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kulamani Samal,Elected,18-May-14,In office,Jagatsinghpur,Odisha,Biju Janata Dal,Male,Professional Graduate,M.B.B.S.,70,252.0,0.0,147.0,1.0, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Kunwer Sarvesh Kumar,Elected,18-May-14,In office,Moradabad,Uttar Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Intermediate,67,0.0,0.0,106.0,0.82, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
L.R. Shivarame Gowda,Elected,06-Nov-18,In office,Mandya,Karnataka,Bharatiya Janata Party,Male,Information not available,Information not available,54,1.0,0.0,64.0,0.96, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Ladu Kishore Swain,Elected,18-May-14,05-02-2019,Aska,Odisha,Biju Janata Dal,Male,Graduate,B.A.,71,15.0,0.0,55.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Lakhan Lal Sahu,Elected,18-May-14,In office,Bilaspur,Chhattisgarh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.",47,94.0,0.0,238.0,0.86, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Lal Krishna Advani,Elected,18-May-14,In office,Gandhinagar,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"Law Graduate; Educated at St. Patricks High School, Karachi, D.G. National College, Hyderabad, Sindh (now in Pakistan) and Government Law College, Mumbai (Maharashtra) ",91,1.0,0.0,0.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Lallu Singh,Elected,18-May-14,In office,Faizabad,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,LL.B.,64,21.0,0.0,285.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Lalubhai Babubhai Patel,Elected,18-May-14,In office,Daman and Diu,Daman and Diu,Bharatiya Janata Party,Male,Matric,"Shree Somnath Kolvani Mandal High School, Dabhol, Daman",63,5.0,0.0,21.0,0.72, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Laxman Giluwa,Elected,18-May-14,In office,Singhbhum,Jharkhand,Bharatiya Janata Party,Male,Graduate,"B.Com. Educated at University of Ranchi, Ranchi (Bihar)",54,31.0,0.0,514.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Laxmi Narayan Yadav,Elected,18-May-14,In office,Sagar,Madhya Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B.A., LL.B.",74,45.0,0.0,369.0,0.94, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Liladharbhai Khodaji Vaghela,Elected,18-May-14,In office,Patan,Gujarat,Bharatiya Janata Party,Male,Professional Graduate,"B.A. B.Ed. from Gujarat Vidhyapith, Ahmedabad, Gujarat, Hindi Visharad from allahabad Prayag, U.P. 17-02-1935",84,0.0,0.0,11.0,0.76, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. B. Rajesh,Elected,18-May-14,In office,Palakkad,Kerala,Communist Party of India (Marxist),Male,Post Graduate,"M.A. (Economics), LL.B.; Educated at NSS College Ottappalam, University of Calicut and Kerala Law Academy Law College Trivandrum, University of Kerala",48,238.0,0.0,578.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. Chandrakasi,Elected,18-May-14,In office,Chidambaram,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., Bachelor in Library & Information Science",50,24.0,0.0,316.0,0.77, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. I. Shanavas,Elected,18-May-14,21-12-2018,Wayanad,Kerala,Indian National Congress,Male,Post Graduate,"M.A. (English), LL.B; Educated at Farook College, Kozhikkode and Law College, Ernakulam.",67,46.0,0.0,232.0,0.68, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. K. Raghavan,Elected,18-May-14,In office,Kozhikode,Kerala,Indian National Congress,Male,Graduate,B.A. History,66,70.0,15.0,339.0,0.76, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. Udhaya Kumar,Elected,18-May-14,In office,Dindigul,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Post Graduate,"M.A., B.L.",50,51.0,0.0,489.0,0.84, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. Vasanthi,Elected,18-May-14,In office,Tenkasi,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Female,Post Graduate,M.A.,57,22.0,0.0,282.0,0.76, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
M. Veerappa Moily,Elected,18-May-14,In office,Chikkballapur,Karnataka,Indian National Congress,Male,Professional Graduate,"B.A., B.L.; Educated at Government Law College, Bangalore",79,23.0,0.0,12.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Madhukrao Yashwantrao Kukade,Elected,31-May-18,In office,Bhandara-Gondiya,Maharashtra,Nationalist Congress Party,Male,Information not available,Information not available,67,10.0,0.0,0.0,0.89, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Maganti Venkateswara Rao (Babu),Elected,18-May-14,In office,Eluru,Andhra Pradesh,Telugu Desam Party,Male,Graduate,B.A.,59,0.0,0.0,60.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mahboob Ali Kaiser,Elected,18-May-14,In office,Khagaria,Bihar,Lok Jan Shakti Party,Male,Graduate,Graduate,51,2.0,0.0,4.0,0.88, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Maheish Girri,Elected,18-May-14,In office,East Delhi,Delhi,Bharatiya Janata Party,Male,Matric,10th Pass,45,43.0,18.0,446.0,0.93, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mahendra Nath Pandey,Elected,18-May-14,In office,Chandauli,Uttar Pradesh,Bharatiya Janata Party,Male,Doctorate,"M.A., PhD. (Hindi), Master of Journalism",61,51.0,1.0,60.0,0.81,"This MP was a minister from Jul 2016 to Sep 2017. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Mahesh Sharma,Elected,18-May-14,In office,Gautam Buddha Nagar,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,M.B.B.S.,59,1.0,0.0,0.0,0.97,"This MP was appointed a minister in Nov 2014. Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till Aug 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Mala Rajya Laxmi Shah,Elected,18-May-14,In office,Tehri Garhwal,Uttarakhand,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"Educated at Convent of Jesus & Mary, Pune and Ratna Rajya Laxmi College, Kathmandu (attended for 2 years)",68,33.0,0.0,33.0,0.89, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Malla Reddy,Elected,18-May-14,14-12-2018,Malkajgiri,Telangana,Telugu Desam Party,Male,Under Graduate,Under Graduate,65,21.0,1.0,427.0,0.8, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mallikarjun Kharge,Elected,18-May-14,In office,Gulbarga,Karnataka,Indian National Congress,Male,Professional Graduate,"B.A., LL.B; Educated at Karnataka University, Karnataka",76,155.0,0.0,332.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Malyadri Sriram,Elected,18-May-14,In office,Bapatla,Andhra Pradesh,Telugu Desam Party,Male,Post Graduate,M.A(Economics),64,3.0,0.0,212.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mamata Thakur,Elected,23-Feb-15,In office,Bongaon,West Bengal,All India Trinamool Congress,Female,Others,Class 8th,54,6.0,0.0,0.0,0.73, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mamtaz Sanghamita,Elected,18-May-14,In office,Bardhaman-Durgapur,West Bengal,All India Trinamool Congress,Female,Professional Post Graduate,M.D. (Obst and Gynae),73,82.0,0.0,51.0,0.85, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Maneka Gandhi,Elected,18-May-14,In office,Pilibhit,Uttar Pradesh,Bharatiya Janata Party,Female,Inter/ Higher Secondary,"I.S.C.; Educated at Lawrence School, Sanawar, Himachal Pradesh",62,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Manohar Untwal,Elected,18-May-14,21-12-2018,Dewas,Madhya Pradesh,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Information not available,69,2.0,0.0,53.0,0.58, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Manoj Rajoria,Elected,18-May-14,In office,Karauli-Dholpur,Rajasthan,Bharatiya Janata Party,Male,Professional Post Graduate,"B.H.M.S., M.D.(Homoeopathy)",49,282.0,12.0,422.0,0.92, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Manoj Sinha,Elected,18-May-14,In office,Ghazipur,Uttar Pradesh,Bharatiya Janata Party,Male,Professional Graduate,"B. Tech. (Civil Engg.) Educated at U.P. Board, Allahabad and Institute of Technology, Kashi Hindu Vishwavidyalaya, Varanasi (Uttar Pradesh)",59,,,,,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Manoj Tiwari,Elected,18-May-14,In office,North East Delhi,Delhi,Bharatiya Janata Party,Male,Professional Post Graduate,"I.Sc., B.A. (History), B.P.Ed., M.P.Ed.",48,10.0,0.0,261.0,0.8, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Manshankar Ninama,Elected,18-May-14,In office,Banswara,Rajasthan,Bharatiya Janata Party,Male,Under Matric,Under Matric,59,18.0,0.0,307.0,0.78, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mansukhbhai D. Vasava,Elected,18-May-14,In office,Bharuch,Gujarat,Bharatiya Janata Party,Male,Post Graduate,"B.A., M.S.W.; Educated at South Gujarat University, Surat and Gujarat Vidyapith, Ahmedabad, Gujarat",61,30.0,0.0,284.0,0.88,"This MP was a minister till 5 Jul 2016. Ministers represent the government in debates, so we do not report their participation.  Participation and attendance details for this MP are thus available only from 6 Jul 2016 onwards. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Mausam Noor,Elected,18-May-14,14-03-2019,Maldaha Uttar,West Bengal,Indian National Congress,Female,Professional Graduate,LL.B.; Educated at Calcutta University,39,9.0,0.0,244.0,0.46, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Md. Salim,Elected,18-May-14,In office,Raiganj,West Bengal,Communist Party of India (Marxist),Male,Post Graduate,"M.A. (Philosophy ) Educated at St. Barnabas High School, Maulana Azad College, Calcutta, Jadavpur University and Calcutta University College of Law",61,85.0,0.0,97.0,0.85, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Meenakashi Lekhi,Elected,18-May-14,In office,New Delhi,Delhi,Bharatiya Janata Party,Female,Professional Graduate,"B.Sc. (Hons), LL.B. Educated at Hindu College",51,125.0,20.0,437.0,0.95, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mehbooba Mufti,Elected,18-May-14,04-07-2016,Anantnag,Jammu and Kashmir,Jammu and Kashmir Peoples Democratic Party,Female,Professional Graduate,"B.A., LL.B.Educated at Kashmir University",59,9.0,0.0,26.0,0.35, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mekapati Rajamohan Reddy,Elected,18-May-14,20-06-2018,Nellore,Andhra Pradesh,Yuvajana Sramika Rythu Congress Party,Male,Professional Graduate,"B.E.; Educated at Regional Engineering College, Warangal, Andhra Pradesh",74,59.0,0.0,311.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mohanbhai Kalyanjibhai Kundariya,Elected,18-May-14,In office,Rajkot,Gujarat,Bharatiya Janata Party,Male,Matric,SSC,67,16.0,0.0,261.0,0.93,"This MP was a minister from Nov 2014 to Jul 2016. Ministers represent the government, so we do not report their participation.  Participation and attendance details are thus not available for the above period. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
Mriganka Mahato,Elected,18-May-14,In office,Purulia,West Bengal,All India Trinamool Congress,Male,Professional Graduate,"M.B.B.S., D.O.",56,5.0,0.0,8.0,0.69, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mukesh Rajput,Elected,18-May-14,In office,Farrukhabad,Uttar Pradesh,Bharatiya Janata Party,Male,Graduate,B.Sc.,50,43.0,0.0,34.0,0.91, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Mulayam Singh Yadav,Elected,18-May-14,In office,Azamgarh,Uttar Pradesh,Samajwadi Party,Male,Post Graduate,"B.A., B.T., M.A. (Political Science); Educated at K.K. College, Etawah, A.K. College, Shikohabad and B.R. College, Agra University, Agra, Uttar Pradesh",79,44.0,0.0,0.0,0.81, (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)
Munisamy Thambidurai,Elected,18-May-14,In office,Karur,Tamil Nadu,All India Anna Dravida Munnetra Kazhagam,Male,Doctorate,"M.A., M.Phil., M.Litt., Ph.D.; Educated at Madras Christian College, Madras University, Chennai, Tamil Nadu",72,35.0,0.0,13.0,0.58,"He was appointed Deputy Speaker in Aug 2014.  As a Deputy Speaker, this MP does not sign the attendance register  His attendance is available till Aug 13, 2014. (Data corresponds to the period from 1 Jun 2014 to 13 Feb 2019.)"
